tweet,label
"@holly68 @holly68 If u r ready as a substitute for Yakub ,he may intervene."" 
",neutral
"""Tianna- Happy Sunday! (Sips coffee...) Ah, let's kick it off with Rihanna, Shawn Hook, Hedley, and Christina Aguilera. Who's with me?!"" 
",positive
"I may have just mentally assembled the most insane conspiracy web about the Dr. Luke / Kesha sitch. 
",neutral
"@jack23  Listening to the album right now \u002c for the 20th time lol \u002c I\u2019m on Poetic Justice now 
",positive
"@iblackburn @iblackburn @iblackburn you know what? Vampire Diaries starts in Germany on monday! I can't wait! 
",positive
"When girls become bandwagon fans of the Packers because of Harry.   Do y'all even know who Aaron Rodgers is?  Or what a 1st down is? 
",negative
"Well i wish they were here as this is my 18th year and the first in as many that i wont see them here. See you at Winter Jam...:-) 
",positive
"Just caught the last few minutes of @jasonwilson track Endymion on @jasonwilson Great track to get ready for work with. Its my FRIDAY!! 
",positive
"My new theory... Petraeus told Romney no to Benghazi at the debate cuz he was planning to blow it up later... Can u say #OCTOBER SUPRISE? 
",negative
"Miley was a child actor.I'm sure most of the net worth is from the Hannah Montana days.C'mon now. Don't play Nicki.  
",negative
"A historic milestone... Women in Saudi Arabia vote for the first time in municipal election! #DLC_Law30 
",positive
"""Having so much doing linear algebra this Friday night #not #bored #yawn #math #mathhomework #linearlagebra 
",negative
"@williamrodriguez please Justin follow me ! Hope everyday ! Je t\u2019aime ! Can wait to see u in Paris for the 1st time ! Je t\u2019aime <3 
",positive
"@williamfranklin Why govt loosing sleep over Anna Hazare's fast. May be they don't want another Gandhi like figure. 
",negative
"@amandavillanueva dear misguided Muslim brother Ahmadiyyat is True n beauty of Islam... May Allah Guide u to the right path @amandavillanueva 
",positive
"Kim Kardashian on the cover of Rolling Stone? It's the death of rock'n'roll ... - The Guardian 
",negative
"It's our 3rd anniversary! Can you believe that? Many thanks to all who have supported &amp; are continuing to patronize Mitchie's Sweet Petites! 
",positive
"Lino and I literally sat at IHOP for three hours and had deep conversations about life 
",positive
"they say 3rd times the charm but this is my 3rd time in israel and today I got lost in Jaffa for 5 hours 
",negative
"""In addition to Bad Blood, my brain is also shuffling the Wonder Woman theme and California Gurls. Still better than November Rain."" 
",positive
"@dawn41 headed to Baylor homecoming tomorrow with my baber. Should be fun even without RG3! 
",positive
"""#Job #Baltimore 2nd Shift Operations Leader - Baltimore PDC at Toyota (Baltimore, MD): Toyota (NYSE:TM), the w... 
",neutral
"may i just say the mtv awards is shit w/o Michael Jackson 
",negative
"Looking at the @stevenadams results from the gold coast is getting me excited for going at twickers in May :D 
",positive
"@uvillegas Friday\u2019s the main day!!!! Knicks vs Heat 
",positive
"@oboyer @oboyer Interesting enough why is it Islam is the one culture/ religion 3rd wave feminism refuses to criticize? 
",negative
"can I just wake up tomorrow and find Justin Bieber under my tree 
",positive
"Tom Brady leads my team into the long season in hopes of winning the golden rhino head tomorrow night! 
",positive
"@mercadoalexis @mercadoalexis Lil Kim will be remembered as the 3rd/4th most successful female rapper. Nicki will/is the 1st. Numbers don't lie. 
",positive
"Orientation may be coming to an end, but the semester is only beginning! Start it off with Jurassic World at 9pm! 
",positive
"""CNN/ORC Poll: Donald Trump takes the top slot in Iowa, Scott Walker falls to 3rd. Ben Carson in 2nd 
",neutral
"""I want the kids tomorrow to know that the """"world's greatest boxer,"""" Floyd Mayweather, Jr., ran and won."" 
",positive
"@pmorales lol. Yeah I kinda think I do...I heard you were in Milan, Italy ne? How is it? October is perfect!"" 
",positive
"Carly Fiorina seems to think that 12 year old girls shouldn't be given the HPV vaccine. She may think it's only for girls. Michael Douglas! 
",negative
"EVENT TOMORROW @nathaniel38 Bluegrass Brunch with The Dead String Band, playing the music of the Grateful Dead 
",neutral
"@annachurch may you PLEASE release versions of Windows when its stable Windows 10 is no where near stable! 
",negative
"""Derrick Rose may be the worst at doing press conferences, he can't talk to save his life"" 
",negative
"@howellrobert i could stop by dunkin tomorrow, want anything"" 
",positive
"@matthew99 @matthew99 -How could anyone (Other than Megyn Kelly) compare Rick Perry with Trump? C'mon. Perry is a joke. 
",negative
"Blow to the Lions...Joel Patfull's out for the season after breaking his hand in Sunday's loss to Adelaide. Surgery Wed morn.  #afl 
",negative
"START PLANNING NOW:  Thursday 12/10 DJ Hip Hop Club with Briana + Jazon in Palo Alto Save your spot on the dance... 
",neutral
"#ENG under investigation after fielding 12 players in the 2nd half. Turns out Kane's mate joined him on the pitch 
",negative
"Every time the sun shines I'm happy when it rains I just wanna cuddle with you to be warm ...wanna Netflix and chill 
",positive
"@christiangarrison Iran may regret it. But only if it happens under a GOP President after Obama and Kerry are gone. 
",negative
"""2 THINGS: Gandhi was racist, and it's friday"" 
",negative
"""September 22 1960, Born on this day, Joan Jett, The Runaways, (1982 No.1 single with the Blackhearts, 'I Love Rock 'n' Roll')."" 
",positive
"""Ooh Operation Raccoon City is 19.99, I may pick that game up, if I have the strength to..man I gotta sleep earlier."" 
",positive
"Christians snapchat story makes me want to kill myself..like I feel like a depressed 8th grader going through that emo phase 
",negative
"Storylines (other than Tom Brady's return) you should watch for in @calebhernandez vs @calebhernandez on Thursday night: 
",neutral
"Oney Thursday and Friday, MetLife for Giants-Jets Saturday. Shaping up to be one hell of a 21st birthday weekend with @barkermallory 
",positive
"Celebrating the memories of a man who graced us with his knowledge and passion for the game every Monday night #RIP Frank Gifford. #Pro #NFL 
",positive
"Watching Ghost Rider: Spirit of Vengeance. It\u2019s much worse when you may have thought. #fb 
",negative
"I'm thinking it's either some solo shit or that Kendrick collab  
",negative
"""Best of luck to @jameshogan tonight, who have a big league game against Everton at Borehamwood. 7pm k.o."" 
",positive
"""Tia Sharp: cause of death may never be known- well they would have known it, had they found the body when they first searched her house."" 
",negative
"Then he texted that their first conference game was Ohio State nov 28...uh Ohio State isnt in the ACC buddy 
",neutral
"Jeb Bush pretending he's a co front runner but he's in 4th place and Carly Fioriana bragging how she's in 2nd place in 2 states. Losers. 
",negative
"Todays #ullukapatha is Rahul Gandhi . You may ask WHY ? Nothing . Just that he is a filler on days we have no Ullukapathas . Happy Diwali 
",positive
"@campbellcheryl just driving past Groves. Scoreboard says 22-15, Seaholm... May not be accurate-I'm not at the game."" 
",negative
"""Hey guys, Kris Bryant just hit his 20th homer of the season. He only needs to double that and add 10 to live up to the hype! #cubs"" 
",positive
"I need Justin &amp; Dakota to take a pic together when they are both on the Today Show tomorrow 
",positive
"Might not be able to get a free taco tomorrow. As Napoleon Dynamite would say\u002c dang it! 
",negative
"@mccannjohn my PS4 died last night. I press the power button once it beeps, nothing happens. 2nd time beeps blue light comes on but nothing"" 
",negative
"""don't see why old women move away when I sat down, dw dearies I ain't on it to steal your handbag or infect you with gay"" 
",negative
"Apple CEO apologizes for error-ridden new map app (+video): Apple CEO Tim Cook apologized Friday for the company... 
",positive
"""Zayn may have left, but the boys do such an amazing job covering his parts.. #EMABiggestFans1D 
",positive
"Kanye West may in fact be the biggest douche bag in the history of the universe 
",negative
"Good to see @kevinthompson new book available in hard copy.  Amazon Prime bringing it tomorrow. 
",positive
"If I put in the first Harry Potter movie right now I'll finish the whole series by tomorrow. 
",positive
"#EDsummit15 is an opportunity for candidates like Carly Fiorina to flesh out education platforms for the 1st time: 
",positive
"@dhood whoever """"they"""" is many people have turned it into Kpop as a whole U may not have said anyting racist but ppl in ur fandom have"" 
",negative
"""Congratulations to Olivia Jordan, who won Miss USA on Sunday!!  Olivia worked with us for several years while at... 
",positive
"We got lost in the eternal city on our 1st night & stumbled upon this treasure #ItalianEngagement  
",positive
"Transformers Prime is being syndicated to the CW Network for their Saturday morning cartoon programming block. Very interesting. 
",positive
"""With that being said, the White Sox are only 6.5 games back of the 2nd WC spot. #AnythingIsPossibleIGuess"" 
",neutral
"@richardguerrero on Comedy Central tonight @ 9...I'm a Grown Little Man and Seriously Funny...I'll be glued to the tv 
",positive
"Lost some respect for Nicki after that. You may be a queen in the rap world but when u start shit at an award show u look like garbage #VMAs 
",negative
"Saw it late but Carlos Gomez may have passed Ryan Braun in most hated baseball players 
",negative
"@santiagoheather Boko Haram fighters slit the throats of 10 fishermen in Africa on Thursday; no mention from you.  Jericho OK though so happy days 
",negative
"I may have threw up in my mouth and screamed a little when the trailer came on before Paper Towns 
",negative
"This is a Christian website and it says Ash Wednesday. For CATHOLICS those who celebrate these days arent Christians lol you Roman Catholic 
",negative
"I had a dream that Brock Lesnar won the 3rd annual #WMT because he F5d everyone. I woke up hoping it wasn't a dream. 
",positive
"anyway me and Moonbyul are going to Disneyland tomorrow. we might hold hands if I don't chicken out!  
",positive
"""I saw Paper Towns on Friday, it was good I guess but there was so much changes compares to the book, it bothered me"" 
",negative
"@casey55 .... hope the sun shining on you in Haltwhistle today ... Drum up any support ?? 
",positive
"On November 18th 1998, Nintendo released the Game Boy Color. The first handheld allowed to be owned by POC. #BullshitHistory 
",positive
"this one will be the best yet! #MTVStars The Vamps 
",positive
"#SPORTS Blue Jays-Yankees Preview - David Price's first road start for the Toronto Blue Jays may prove exactly why... 
",neutral
"@harryburton Being Human. Is that the 23rd? If it is I am free for a London trip...if I\u2019m welcome as a guest. I\u2019ll bring cream eggs haha 
",positive
"""Fuck man, I can't go see Shawn on the 8th and I can't go to see Jack &amp; Jack on the 9th."" 
",negative
"""Brian Kelly is angry, finds a way to pull QBs head out of his hind end &amp; the #Irish march 88yds for 7"" 
",negative
"Roomie and I are moving into our new apartment tomorrow and then going to Disneyland in 3 days. 
",positive
"Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... 
",negative
"""Mat Matters: The Hulk Hogan problem: When news broke on Friday about the racist comments by Hulk Hogan, record... 
",negative
"""Niall is wearing the leg brace on stage. He may be injured and from the looks of it, no jumping for tonight! :( #OTRAMontreal"" 
",negative
"I saw Cowboys and Aliens... OHMYGAWD it was so stupid. Tomorrow i'm seeing The Help which i hope is better. 
",negative
"@schmittnicole Okay then. That is where I would start. I have good experience with Book Depository so I may get your books soon. 
",positive
"Greasy hair and the smell of weed at shotton station\u002c where art though friday. 
",neutral
"I just saw a glance at the new Galaxy Note 5. Looks interesting. That may be my next phone. 
",positive
"Saudi voters elect 20 women candidates for the 1st time: Two women were elected in Saudi Arabia's most conserv... 
",positive
"@iwilliams @iwilliams youre in denial jfc . the babys born in February right , watch briana get a """"miscarriage"""" or some shit ."" 
",negative
"I told my dad I may vote for Bernie Sanders this election &amp; he's literally giving me the silent treatment LOL HEADASS #butthurtaf 
",negative
"Serena won, but big sister Venus gave her the flux! Congrats to both of them for giving us a great tennis match. 
",positive
"""Muslims claiming they are victims of oppression, when the Quran keeps them in perpetual isolation 
",negative
"Obama's agenda was 2 destroy American Exceptionalism &amp; Kerry is just dumb. What language does Iran speak? We may need 2 learn it #tcot #ccot 
",negative
"@horneteresa zeroes in on the latest in a short video. Making iPhone &amp; iOS great for enterprises. 1st @horneteresa &amp; now @horneteresa 
",positive
"Very excited for @sestes #SummerSlam paperview this Sunday. Man I really hope the Undertaker tombstones Brock Lesnar back to the UFC 
",positive
"You are the equivalent to block game Donald trump 
",negative
"Christian Ponder would be proud of that 1st quarter passing outburst for the #Vikings 
",positive
"SimCity delayed it\u2019s availability 
",negative
"Turn's out Apple's snarky statement about Samsung isn't quite what the judge had in mind: 
",negative
"Quite a gift with words that @whitedennis especially in today's live blog feat. former UK PM Tony Blair: 
",positive
"""RT @ashley77 Feel bad for star crossed LionsRT @ashley77 So far, WR Titus Young is the only one of the Lions top three picks  ..."" 
",negative
"To JHB Bok fans go through to Orlando Stadium to watch the #Springboks train tomorrow from 3 - 4:30pm @qolsen #BOKKE 
",neutral
"@fergusonlynn Wow!  Thank you for providing that link.  I nominate her to the 6th Rolling Stone.  Imagine her and Keef together. 
",positive
"@luke03 What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? #usopen 
",negative
"When Sarah Palin met Donald Trump via @monroejohn  'If this was journalism, it was not as we know it.' #WhiteHouse2016 
",negative
"Nightttt!! Wish me luck for school tomorrow and I'll show you my Shawn and 5sos shirt when I'm back 
",positive
"Of many single issue reasons to reject Harper. This is one. Imagine the cost of removing all that concrete. #elxn42  
",negative
"While everyone is out in the freezing cold Trick or Treating\u002c I sit here watching White Collar. Yes\u002c this is how I spend my October 31st. 
",neutral
"@juliewashington @juliewashington He has 3 years left on his deal so AFC\u2019s resistance may be to strong. Where do you predict Espanyol will finish? 
",negative
"ISAT\u2019s tomorrow. Make it or break it for North Georgia. Getting a good nights sleep tonight. 
",positive
"If you don't think I'm the type of person to see Magic Mike XXL alone, on a Monday night, and get a glass of wine in a solo cup, then... 
",positive
"Watching Underworld with Jace\u002c having a pretty nice Sunday. 
",positive
"@martinmelissa I\u2019m still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG. 
",negative
"Super Eagles coach Sunday Oliseh meets with Chelsea's Victor Moses in London 
",neutral
"@vwilliams 2nd half couldn't cope. they kept coming at us, Shalke crossed, Vermalen turned it in..we were playing so well till just b4 HT"" 
",negative
"""Kendrick's """"u"""" and The Social Experiment's """"Sunday Candy"""" are two songs that make my allergies act up when I hear them."" 
",negative
"Calling all voters\u002c I\u2019m calling on Nevada\u002cFlorida\u002cOhio\u002cTuesday night is the night u guys will i repeat will shine for the president lets go! 
",neutral
"@jerry38 Tomorrow is Directioners Day! I'm dressing up as you!! Please follow me! It would mean the world to me! I love you and 1D!! 
",positive
"@jasmin19 25-21 Warriors at the end of the 1st. Bogut looking good in the opening 6 Points in 6 minutes 3 Rebs. Steph looks a little nervous 
",positive
"I'm not even a fan of box/mma but c'mon if you don't think Floyd Mayweather is a fucking joke then you're clueless 
",negative
"Its always been this way. Nothing new under the sun. Bitches been gay since Cain killed Abel. Ya'll are not doing anything new... 
",negative
"Also since I'm watching Aaron Samuels on dancing w/ the stars I'm just disappointed that I didn't give October 3rd proper justice #MeanGirls 
",negative
"David Beckham may play James Bond in the next 007 blockbuster 
",positive
"@joshuamoore Yup, saw it on Bill Maher documentary on crazy folk lol Apparently their mock Palm Sunday festival is a big hit. #sarcasm"" 
",negative
"""Raffensberger didn't have many Saturday workouts, following the example of Ira Dunsworth. """"Kids need time to be kids"""". Sletten didn't either"" 
",neutral
"This is the usual liberal reflex of blame Republicans for everything. Like Muslims many liberals parrot what told. 
",negative
"@ymann Do you think David price will be a diamond on Monday?? 
",neutral
"The growth of gerontocracy: George Osborne's assault on the young. @kelli94  
",negative
"@jonathanwashington is true that you will give two concerts in Mexico City on 01 & October 02, please tell me because not enough tickets TE AMO"" 
",positive
"@paul67 it\u2019s party on nov 11th at da CHALMERS community hall 10$ to get n 
",neutral
"@sarakoch agreed. But another SEC loss makes it awfully hard for the Tigers to play in the Georgia Dome on Dec. 6. Two more: lights out 
",negative
"@dennisbolton Were you on SM Sta. Rosa last Sunday? I didn\u2019t see you. :( And SM Calamba this Friday yeah? 
",negative
"@brianmoore I had Arian Foster so I'm on 26 already, but having Luck and Hilton puts you in a good place going into NFL Sunday."" 
",positive
"""Excited for the MAC Championship tomorrow. I feel like I'm playing in the game. EU, lets get it done."" 
",positive
"Happy Birthday Wilt Chamberlain may you rest in peace 
",positive
"BTW, @jacksondonna is the guy who gave me an iPod last year, on which my son (@PChangerP ) 1st set me up on Twitter. My 1st tweet was 9/6/14. 
",positive
"""Strange Sunday Graham Richardson defending Gillard. Stating the PM did NOT plot against Rudd (as he says \""""""""& I should know\"""""""") #auspol"" 
",negative
"What will see tomorrow?? Mad face?? Bitter face?? Screw you people.. We've paid to see his happy smile!! 
",negative
"Sat listening to the new Iron Maiden album with a coffee. Waiting to go to the venue for today's #hogroast. 
",neutral
"Paper Towns comes out tomorrow and I'm going to see I after work and omg I'm so happy I could literally pee myself with excitement 
",positive
"if you LOVE to dance I hope to see you supporting this event. SATURDAY. all INFO on the flyer! 
",positive
"I'm going to woo @chad93 with my intense ass karaoke skills tomorrow everyone better watch out I'm pulling out the Bee Gees and Prince 
",neutral
"The biggest victory for the IRA was Bloody Sunday. Membership surged. Bombing Syria will only do the same. Membership of ISIS will rocket. 
",negative
"8th strikeout of the afternoon for David Price's 100th career win! 
",positive
"@tuckerbenjamin I've realized you may have as much of a crush on Taylor kitsch as I do! We both enjoyed FNL, John carter, battleship..."" 
",positive
"Apple Watch now works with August`s designer smart lock #charlesmilander 
",positive
"1D have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor! (via @lori61 
",positive
"Barca beats Joventut 86-77 in 1st preseason game. Marc Garcia and Demond Mallet led all scorers with 20 points each 
",positive
"Simmons ranking the Celtics 27th makes sense if you assume they'll trade Rondo (which he does). 
",neutral
"""\""""Why America May Go To Hell\""""- wish it wouldve been completed and i wish i could read the contents of it...  by MLK"" 
",positive
"""RT @jamespadilla @jamespadilla I'm going to the Arsenal ladies v Everton tonight, I'm nervous already. #FAWSL"" 
",negative
"NORTH AMERICA: 'Ant-Man' Claims #1 on Tuesday with $4.27M; 'Minions' Remains a Close #2 with $4.01M; 'Pixels' ... 
",neutral
"@saracarlson @saracarlson agree. We need every country that is pissed off with Muslims to march against Islam at same time, same day"" 
",negative
"holy shit holy shit holy shit just found out I'm gonna see Paul McCartney tomorrow!!!!!!!!! 
",positive
"Return of Sunday morning watching the lad play footy. All week I picture them playing like Barca, the reality is very different. #YouthFooty 
",positive
"""anyone interested in a couple of tickets for Runrig tomorrow at the Northern Meeting Park, Inverness?"" 
",positive
"Wondering About Carly Fiorina on the 2nd Amendment? Wonder No More. Trump has supported gun control. #Carly4President 
",positive
"So excited! Will have to buy a PS4 just for this game 
",positive
"The sun had now completely risen\u002c and the whole facade of Granite House became illuminated by its rays; but in the interior as well as on t 
",neutral
"Life is all about laying in bed naked, watching the Grateful Dead at Winterland '78 until the sun comes up 
",positive
"I went to the Polish Festival on Roncesvalles on Saturday awesome time! 
",positive
"""Good morning, start this Thursday with #WPop130815: Naughty Boy feat Sam Smith - La La La ; 
",positive
"@ydixon I've been watching Seinfeld since like the 5th grade 
",positive
"""Finally starting the 5th season of #Dexter.  See ya later, weekend!"" 
",positive
"""Text from my dad: \""""""""you like Charles Dickens\"""""""" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!"" 
",positive
"@wwells @wwells want to introduce you 2: you do similar brilliant work.@cctheatreco planning March of Dead Women to Parliament 
",positive
"The Knicks vs Nets game got moved all the way to the 26th damn 
",negative
"Actually today was Yakub's birthday. I wish him many many returns of this day. May he hang in hell too.!! 
",negative
"Roger Goodell do your job. Tom Brady is suspended 1st 4 games. Patriots forfeit any of those games he plays. #thatisall #bermanhasnopower 
",negative
"@robertsrichard the same way Joel Skinner held Kenny Lofton at 3rd in 07. #Destiny 
",neutral
"just bought tickets with sam to see a nirvana tribute band in november and i am so fucking excited 
",positive
"Dean Ambrose Want the UGLY (#WyattFamily)one on Friday Night #SmackDown.BUT I confused which one the UGLY ONE..I mean the all are UGLY ! 
",negative
"Tomorrow morning on Good Morning America... Hulk Hogan ...I cannot say enough about this guy and what he has done for so many. 
",neutral
"MARCA: Ancelotti was all smiles this Thursday. Khedira has already trained twice with the team &amp; everything appears to be going to plan. 
",positive
"Just ordered your Amanda Knox book RT @amber55 Looks like judgment day is Oct 3 or 4. #amandaknox 
",neutral
"Sooooo it looks like I won\u2019t be seeing Mick Foley in February. 
",negative
"""Defund PP!""   Says Bobby Jindal, governor of the State with the 5th highest teen pregnancy rate in the nation...  Maybe no, Bobby. 
",negative
"Kendrick's was straight. But check out my boy J.Cole alright remix. These the top 2 rappers in HISTORY. 
",positive
"Check out our live coverage of the Apple event here. 
",positive
"going to kms because I didn't check fantasy before thursday and left arian foster on my bench... he got 25 points 
",positive
"Talking about the Bosco vs. JSerra game this Friday. Around the Horn style w/ @susan57 and @susan57 #WCFF 
",neutral
"""Spent the morning Xmas fabric shopping, may have taken a detour via @mary39 Xmas shop shhh x 
",positive
"""Gothic rock... I wonder if New Model Army ever thought about covering U2's hit """"Sunday Bloody Sunday""""!"" 
",neutral
"Tomorrow, Apple Inc. will introduce the 6S, a new Apple TV and the iPad Pro. 
",positive
"Tbt to tik tok by kesha... That shit was the knock in 6th grade 
",positive
"""FRIDAY Get out of the cold &amp; join us at Rum Runners in Dennisport, 9pm. Then bundle up SATURDAY and join George &amp;... 
",positive
"@wjohnson I despise Sarah Palin. You may want her support, but she'll end up sinking you like she did McCain. Proceed cautiously. 
",negative
"Hulk Hogan picked the wrong time to be an ass the 1st class of WWE wrestlers are dying off like flies around a zapper #RIPRoddyPiper 
",negative
"@michaelsanchez I can already see it now """"my dad is driving down 11th yelling 'Free Gucci!' Omg"""""" 
",neutral
"Jurassic World is back in @jasonriley theaters for one week starting Friday! Who's going?! 
",positive
"""may she rest in peace, stay strong kakek Lee Soo Man"" 
",positive
"My parents' car rendition of Bad Blood may actually kill me one day 
",negative
" @christopherwilliams The U.S. says the Boko Haram sect in north-east Nigeria may have benefitted from money gotten from crude oil theft. 
",neutral
"@jennifer77 Depends what she said though, Nicki may have had a reason to start! Have you seen the video?"" 
",neutral
"I've already DESTROYED your revision of what Tony Blair said &amp; provided a link. Tell me more about your expertise 
",negative
"going Hilton hotel on Thursday for dinner #cantwaitt 
",positive
"@cristianharris @cristianharris @cristianharris when Neb comes down here tomorrow I'm gonna knock the sled of his head then beat the fuck outta him with it 
",negative
"Infoteckno: cloudbnb Fundamentals of Database Systems with Oracle 10g Programming: A Primer (6th Edition) - 
",neutral
"@ogamble yes.  Bill\u002c love your show\u002c watch it Mon-Fri.  But I must say I only watch Fox\u002c can\u2019t stand Msnbc ! 
",positive
"""on Black Friday i always thought Kendrick said """"Coney Island!!"""" but he says """"Can you Handle It"""" lmfaooo #whyamistupid"" 
",neutral
"HOT! Jim Ross and Alicia Fox will be playing in the Kendrick Perkins Celebrity Poker Tournament tomorrow afterno...  
",neutral
"@joshua78 Plus I may have hurt the feelings of Jurassic World's director! 
",negative
"@ruthjohnson I am in salt lake training at the moment. going good! si claro papi we will Skype tomorrow! miss you no homo 
",positive
"Why am England playing on a Thursday have they got that shit that they're in the Europa League? 
",negative
"""If you think Chuck Norris can't rape you anytime, anywhere then you are in for a rude awakening tomorrow."" 
",negative
"@rachel90 @rachel90 This may unrelated to Erdogan: some quid-pro-quo with Russia that we know nothing about. 
",neutral
"""...Chris Gough with SIYS...Sharknado director, Anthony C. Ferrante (""""Sharknado 3: Oh Hell No!"""" debuted Wed/ re-airs tomorrow 6pm on SyFy)..."" 
",neutral
"just bought my 1st Heineken beer in Las Vegas.  ps I\u2019ve lived here for 5 yrs ~what took me so long! 
",negative
"The most unheralded competitive England international of all time? MT @villarrealrebecca Marino in the Thursday night Europa League slot 
",positive
"""i got lots of tweets asking for shoutouts to Niall, if i think about it i will give shoutouts to Niall when i get back from work TOMORROW!!"" 
",positive
"@sandrawilliams is going to be in Tempe tomorrow... 
",neutral
"""Judging by the traffic and complaining, I think I might be best setting for Foo Fighters' Milton Keynes gig tomorrow right now"" 
",negative
"@tranwhitney """"Yes,I did.It was a disaster.I saw Thor on the news.I was very concerned."""" Tom sat next to him,placing his hand on his~"" 
",negative
"""Zack, Type 1 for too long, Wishing it was Friday so I can listen to Iron Maiden's new album. #dcde"" 
",neutral
"@dunnroberta @dunnroberta So honestly, even if the PC version is great, it sounds like PS4 is terrific as well. May just come to preference."" 
",positive
"@james16 @james16 It's the 2nd time. He blocked me from his 2nd temp account regarding Caitlyn Jenner. 
",negative
"""Frank Gifford now being serenaded with """"Turn Out The Lights"""" by Don Meredith. #RIP 
",neutral
"@vargasmary Haha! Unlike Scotland, it's bloody scorching here this morning, having my brekkie outside before heading out  - later!"" 
",negative
"@wlloyd the last time they hit Niall's injured knee, this time Harry's head! They may really hurt them! This NEEDS to stop!"" 
",negative
"""You know how in Perks of Being a Wallflower, David Bowie's Heroes made them feel infinite? Tuesday was the soundtrack to my infinity."" 
",positive
"@zpark he waited to long with lennox he should of finished him\u002c both Klitschko\u2019s seem to wait till the 6th and 7th round to finish people 
",neutral
"RT @james95 I just talked to Melissa McCarthy. So happy she won last night. She called to offer me a role in Bridesmaids 2. 
",positive
"""Cubs Video: Kris Bryant 4-for-4 with 17th HR, Kyle Schwarber also goes deep in 15-8 loss vs. Tigers; Jon Lester 7... 
",neutral
"Curtis Painter...we have a chance again! Can't believe Kerry Collins didn't throw us a pick-six tonight 
",positive
"It was a WILD night at @scottsusan Jazz at the Bistro. Amy Schumer &amp; cast dug our 2nd set &amp; had a comedy jam- Epic! 
",positive
"Jay-Z: Can I get a Fuck You? Jay-Z's Dad: I don't know, CAN you? Jay-Z: MAY I get a Fuck You? Jay-Z's Dad: No, it's supper time. Go wash up. 
",neutral
"Tomorrow I get my hands on my copy of VLR for PS Vita. Hopefully the postive impression I got from the demo carries over to the full copy. 
",positive
"Friday night footy with the mozzie's. So much fun!! 
",positive
"@petersenrobert Come on Pires! Enjoy the show! Shout out to people in the U.K. and Ireland wouldn\u2019t go astray! It\u2019s almost 3 am on a sunday! 
",positive
"""Nigeria's military said Monday it had """"besieged"""" Boko Haram positions in the Islamist militant group's... 
",positive
"Zayn's departure marked the beginning of the end... #RIP #youwillbemissed #1D 
",neutral
"I'm getting strong mail that Eden Hazard will become a Roo tomorrow. Pick 39 & Garlett to wherever the f*ck Hazard plays soccer. Good deal 
",positive
"""Four were killed,19 injured when a IRA bomb demolished the Balmoral Furniture Building on Shankill Rd on 11 Dec 1971 
",negative
"Looking forward to facing Ms. Allysin Kay this Saturday in Petrolia!!  come check it out! 
",positive
"Oh great\u002c weather warning for Tayside and I\u2019m going to Dundee tomorrow.  Hope I don\u2019t get stranded up there #help 
",positive
"Dammn yung Tracy McGrady goin to play in China really wish injuries didnt slow him down was one the best in the @qpatterson my 2nd favorite player 
",negative
"I'M SO SERIOUS. January is 5 months away so I thought everyone was talking about Zayn's birthday. 
",neutral
"""So I sat through that for Nintendo's announcement and they didn't make one. Like, even a trailer for Twilight Princess HD would've been fine"" 
",negative
"OMG. Who wants to go see Duelo with me this Friday!? 
",neutral
"Why does the media keep giving this brain dead moron air time?  Former Alaska Gov. Sarah Palin said Sunday she... 
",negative
"I think I'm gonna wear leggings tomorrow with my Jurassic Park shirt pls send clothing advice 
",positive
"I may be sleep deprived but I promise you that some kid at Dunkin today looked like a sprout 
",neutral
"Now it\u2019s November won\u2019t b long til Xmas music starts on VH1. Can\u2019t wait all day everyday 
",positive
"@sstewart ""We are the 1st generation 2 feel the impact of climate change &amp; the last that can do something about it"" Obama 
",positive
"Eid is incomplete without these people. 1st day of Eid at Darul Sukun. #Blessings #Love #Care 
",positive
"""This weekend on the Fair &amp; Balanced network, Fox News Sunday's guests are crazy conservative Rick Perry and nutty conservative John Kasich."" 
",negative
"@diane89 then when they get to it Curtis and Tommy wanna come play !! bruh lmao... I havent seen Jamall yet tomorrow gonna be a show 
",neutral
"@jeffreywilson nobody wants to see you panting in the shadows over Magic Mike XXL at 2pm on a Monday. 
",neutral
"@amanda73 go you, well done! Glad ur legs stayed loyal lol. I'm back tomorrow too. Jiujitsu went well thanks #funkyjiujitsu love it. x"" 
",positive
"Big Brother is actually painful. Can it please be Thursday already? 
",negative
"Getting @tyroneramirez transcript and shot. Tomorrow accuplacer and group advising. Turning in fafsa tonight. Making moves before NY. Love you 
",positive
"Paul Dunne's lowest round of the year in college for @pamelarussell was 67. He just shot 66 in the 3rd rd of @pamelarussell &amp; is tied for the lead 
",neutral
"Trey Anastasio is a fantastic guitar player, fuckin' blessed to have seen him for 2 nights with the Grateful Dead in SF in June man 
",positive
"That Galaxy Note 5 looking like it could be future bae in November when I upgrade. 
",positive
"@lauren96 Did you watch the 1st episode of American Horror Story yet so you can understand why I refuse to watch the rest of it ?!?!? 
",negative
"Goin to the Ed Sheeran concert Thursday and I haven't really listened to him lol #whatislife 
",neutral
